ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade
XX16145,93,17,2,,,,,
XX16146,83,23,92,,,,,
XX16147,100,30,45,,,,,
XX16148,17,53,60,,,,,
XX16149,37,0,48,,,,,
XX16150,47,43,88,,,,,
XX16151,30,63,5,,,,,
XX16152,67,77,30,,,,,
XX16153,97,3,10,,,,,
XX16154,47,87,50,,,,,
XX16155,0,90,28,,,,,
XX16156,7,30,10,,,,,
XX16157,17,27,95,,,,,
XX16158,7,83,78,,,,,
XX16159,83,50,60,,,,,
XX16160,7,100,95,,,,,
XX16161,53,70,90,,,,,
XX16162,63,43,50,,,,,
XX16163,87,60,2,,,,,
XX16164,70,3,70,,,,,
XX16165,77,93,12,,,,,
XX16166,33,90,60,,,,,
XX16167,37,73,10,,,,,
XX16168,23,3,62,,,,,
XX16169,17,47,28,,,,,
XX16170,10,27,15,,,,,
XX16171,47,33,35,,,,,
XX16172,63,30,48,,,,,
XX16173,10,67,15,,,,,
XX16174,53,47,78,,,,,
XX16175,53,3,95,,,,,
XX16176,47,100,12,,,,,
XX16177,87,3,100,,,,,
XX16178,83,83,18,,,,,
XX16179,90,57,90,,,,,
XX16180,13,83,20,,,,,
XX16181,7,27,95,,,,,
XX16182,3,40,65,,,,,
XX16183,87,33,42,,,,,
XX16184,3,63,100,,,,,
XX16185,23,67,75,,,,,
XX16186,57,3,5,,,,,
XX16187,43,3,15,,,,,
XX16188,20,70,75,,,,,
XX16189,97,83,10,,,,,
XX16190,33,93,57,,,,,
XX16191,40,80,57,,,,,
XX16192,57,43,30,,,,,
XX16193,50,30,90,,,,,
XX16194,40,37,57,,,,,
XX16195,60,73,85,,,,,
XX16196,67,33,52,,,,,
XX16197,43,93,72,,,,,
XX16198,50,90,32,,,,,
XX16199,40,53,10,,,,,
XX16200,27,47,30,,,,,
XX16201,27,20,85,,,,,
XX16202,93,17,22,,,,,
XX16203,13,0,65,,,,,
XX16204,17,73,48,,,,,
XX16205,20,50,18,,,,,
XX16206,0,60,25,,,,,
XX16207,100,97,38,,,,,
XX16208,33,10,45,,,,,
XX16209,10,97,42,,,,,
XX16210,47,7,95,,,,,
XX16211,3,93,65,,,,,
XX16212,53,33,48,,,,,
XX16213,50,20,42,,,,,
XX16214,50,87,2,,,,,
XX16215,20,57,8,,,,,
XX16216,70,53,65,,,,,
XX16217,23,10,50,,,,,
XX16218,67,83,70,,,,,
XX16219,90,80,75,,,,,
XX16220,27,67,15,,,,,
XX16221,0,0,18,,,,,
XX16222,73,23,0,,,,,
XX16223,23,40,85,,,,,
XX16224,10,27,55,,,,,
XX16225,33,100,45,,,,,
XX16226,97,43,30,,,,,
XX16227,57,37,28,,,,,
XX16228,10,73,50,,,,,
XX16229,97,30,35,,,,,
XX16230,3,67,100,,,,,
XX16231,53,33,60,,,,,
XX16232,7,17,55,,,,,
XX16233,63,93,25,,,,,
XX16234,43,53,32,,,,,
XX16235,17,17,72,,,,,
XX16236,97,100,100,,,,,
XX16237,43,3,55,,,,,
XX16238,43,77,95,,,,,
XX16239,30,63,62,,,,,
XX16240,100,57,28,,,,,
XX16241,53,17,8,,,,,
XX16242,50,100,95,,,,,
XX16243,100,63,40,,,,,
XX16244,93,73,5,,,,,
XX16245,100,43,12,,,,,
XX16246,80,17,65,,,,,
XX16247,0,60,88,,,,,
XX16248,7,63,78,,,,,
XX16249,40,80,42,,,,,
XX16250,40,43,5,,,,,
XX16251,63,27,32,,,,,
XX16252,67,90,2,,,,,
XX16253,80,67,20,,,,,
XX16254,47,63,72,,,,,
XX16255,23,87,35,,,,,
XX16256,43,23,18,,,,,
XX16257,10,97,50,,,,,
XX16258,87,57,12,,,,,
XX16259,30,60,28,,,,,
XX16260,0,87,82,,,,,
XX16261,37,83,95,,,,,
XX16262,100,37,57,,,,,
XX16263,67,43,92,,,,,
XX16264,80,93,28,,,,,
XX16265,3,60,68,,,,,
XX16266,93,53,45,,,,,
XX16267,50,27,68,,,,,
XX16268,57,70,8,,,,,
XX16269,23,37,100,,,,,
XX16270,43,0,30,,,,,
XX16271,40,0,30,,,,,
XX16272,17,83,50,,,,,
XX16273,100,77,100,,,,,
XX16274,43,0,25,,,,,
XX16275,63,13,70,,,,,
XX16276,30,53,38,,,,,
XX16277,3,63,82,,,,,
XX16278,3,40,8,,,,,
XX16279,0,3,32,,,,,
XX16280,47,70,98,,,,,
XX16281,0,30,35,,,,,
XX16282,87,100,88,,,,,
XX16283,30,17,5,,,,,
XX16284,57,90,82,,,,,
XX16285,33,83,20,,,,,
XX16286,23,43,72,,,,,
XX16287,37,17,40,,,,,
XX16288,50,57,25,,,,,
XX16289,23,93,28,,,,,
XX16290,97,87,57,,,,,
XX16291,7,60,65,,,,,
XX16292,97,97,30,,,,,
XX16293,100,13,8,,,,,
XX16294,90,7,100,,,,,
XX16295,20,23,20,,,,,
XX16296,30,33,25,,,,,
XX16297,97,73,75,,,,,
XX16298,53,7,100,,,,,
XX16299,30,7,80,,,,,
XX16300,70,93,2,,,,,
XX16301,40,90,38,,,,,
XX16302,0,57,100,,,,,
XX16303,13,77,57,,,,,
XX16304,57,80,85,,,,,
XX16305,87,90,48,,,,,
XX16306,3,47,52,,,,,
XX16307,13,80,35,,,,,
XX16308,33,10,70,,,,,
XX16309,7,23,52,,,,,
XX16310,77,33,38,,,,,
XX16311,30,17,22,,,,,
XX16312,23,0,68,,,,,
XX16313,37,63,10,,,,,
XX16314,17,43,55,,,,,
XX16315,30,67,42,,,,,
XX16316,77,3,30,,,,,
XX16317,30,90,2,,,,,
XX16318,87,27,70,,,,,
XX16319,70,20,8,,,,,
XX16320,30,23,75,,,,,
XX16321,50,57,8,,,,,
XX16322,100,0,40,,,,,
XX16323,27,10,62,,,,,
XX16324,53,0,5,,,,,
XX16325,80,3,35,,,,,
XX16326,33,67,42,,,,,
XX16327,53,20,60,,,,,
XX16328,67,60,35,,,,,
XX16329,57,97,95,,,,,
XX16330,3,43,10,,,,,
XX16331,30,43,18,,,,,
XX16332,47,67,8,,,,,
XX16333,13,7,12,,,,,
XX16334,37,20,72,,,,,
XX16335,67,53,92,,,,,
XX16336,97,97,25,,,,,
XX16337,7,10,52,,,,,
XX16338,50,7,25,,,,,
XX16339,23,63,60,,,,,
XX16340,77,50,98,,,,,
XX16341,47,97,75,,,,,
XX16342,27,83,10,,,,,
XX16343,37,33,8,,,,,
XX16344,10,80,88,,,,,
XX16345,53,23,35,,,,,
XX16346,50,90,92,,,,,
XX16347,30,87,35,,,,,
XX16348,27,57,32,,,,,
XX16349,7,100,15,,,,,
XX16350,83,17,75,,,,,
XX16351,47,83,90,,,,,
XX16352,73,17,80,,,,,
XX16353,93,60,70,,,,,
XX16354,17,67,0,,,,,
XX16355,80,0,20,,,,,
XX16356,20,63,50,,,,,
XX16357,43,87,57,,,,,
XX16358,10,63,18,,,,,
XX16359,73,40,35,,,,,
XX16360,67,93,30,,,,,
XX16361,87,30,90,,,,,
XX16362,40,97,62,,,,,
XX16363,73,53,42,,,,,
XX16364,10,20,80,,,,,
XX16365,40,20,72,,,,,
XX16366,67,73,28,,,,,
XX16367,97,60,82,,,,,
XX16368,63,43,90,,,,,
XX16369,73,57,12,,,,,
XX16370,50,50,35,,,,,
XX16371,3,17,85,,,,,
XX16372,73,17,28,,,,,
XX16373,37,30,25,,,,,
XX16374,33,30,22,,,,,
XX16375,33,93,90,,,,,
XX16376,87,57,12,,,,,
XX16377,53,57,25,,,,,
XX16378,87,37,5,,,,,
XX16379,67,57,60,,,,,
XX16380,73,13,38,,,,,
XX16381,43,60,25,,,,,
XX16382,10,30,80,,,,,
XX16383,53,100,85,,,,,
XX16384,60,83,75,,,,,
XX16385,7,7,15,,,,,
XX16386,0,90,88,,,,,
XX16387,47,3,10,,,,,
XX16388,83,3,50,,,,,
XX16389,97,87,92,,,,,
XX16390,80,73,25,,,,,
XX16391,70,3,68,,,,,
XX16392,47,20,60,,,,,
XX16393,83,3,30,,,,,
XX16394,93,67,92,,,,,
XX16395,10,70,78,,,,,
XX16396,7,23,28,,,,,
XX16397,63,90,52,,,,,
XX16398,53,57,15,,,,,
XX16399,70,27,92,,,,,
XX16400,100,97,22,,,,,
XX16401,63,87,45,,,,,
XX16402,87,93,62,,,,,
XX16403,70,10,62,,,,,
XX16404,77,27,30,,,,,
XX16405,67,43,32,,,,,
XX16406,40,17,78,,,,,
XX16407,60,70,65,,,,,
XX16408,53,3,22,,,,,
XX16409,0,27,52,,,,,
XX16410,47,47,35,,,,,
XX16411,83,7,60,,,,,
XX16412,73,57,75,,,,,
XX16413,60,27,78,,,,,
XX16414,10,90,50,,,,,
XX16415,63,13,2,,,,,
XX16416,43,57,57,,,,,
XX16417,93,0,8,,,,,
XX16418,97,47,50,,,,,
XX16419,43,70,15,,,,,
XX16420,93,63,80,,,,,
XX16421,3,40,42,,,,,
XX16422,23,40,100,,,,,
XX16423,30,97,20,,,,,
XX16424,63,43,65,,,,,
XX16425,80,17,55,,,,,
XX16426,30,63,40,,,,,
XX16427,20,80,68,,,,,
XX16428,73,97,57,,,,,
XX16429,63,47,25,,,,,
XX16430,43,97,5,,,,,
XX16431,57,23,28,,,,,
XX16432,57,17,78,,,,,
XX16433,73,93,48,,,,,
XX16434,23,37,62,,,,,
XX16435,70,40,68,,,,,
XX16436,97,0,40,,,,,
XX16437,23,47,100,,,,,
XX16438,67,67,82,,,,,
XX16439,23,0,50,,,,,
XX16440,57,17,68,,,,,
XX16441,87,23,25,,,,,
XX16442,7,97,8,,,,,
XX16443,7,87,10,,,,,
XX16444,93,10,32,,,,,
XX16445,43,80,0,,,,,
XX16446,17,47,62,,,,,
XX16447,63,73,95,,,,,
XX16448,50,20,20,,,,,
XX16449,43,97,45,,,,,
XX16450,13,77,12,,,,,
XX16451,10,33,8,,,,,
XX16452,63,53,52,,,,,
XX16453,53,3,72,,,,,
XX16454,30,60,85,,,,,
XX16455,20,3,35,,,,,
XX16456,80,47,62,,,,,
XX16457,37,0,75,,,,,
XX16458,90,90,95,,,,,
XX16459,13,100,55,,,,,
XX16460,60,63,92,,,,,
XX16461,27,57,2,,,,,
XX16462,3,77,25,,,,,
XX16463,73,80,98,,,,,
XX16464,47,80,82,,,,,
XX16465,43,53,18,,,,,
XX16466,87,27,57,,,,,
XX16467,67,67,90,,,,,
XX16468,53,43,85,,,,,
XX16469,93,90,10,,,,,
XX16470,53,13,98,,,,,
XX16471,83,90,20,,,,,
XX16472,93,57,98,,,,,
XX16473,33,83,75,,,,,
XX16474,73,33,35,,,,,
XX16475,43,10,70,,,,,
XX16476,90,73,57,,,,,
XX16477,40,77,48,,,,,
XX16478,0,23,100,,,,,
XX16479,53,17,10,,,,,
XX16480,10,20,70,,,,,
XX16481,43,37,42,,,,,
XX16482,40,87,28,,,,,
XX16483,60,97,62,,,,,
XX16484,20,97,80,,,,,
XX16485,97,37,0,,,,,
XX16486,43,7,90,,,,,
XX16487,100,37,15,,,,,
XX16488,53,90,40,,,,,
XX16489,0,53,45,,,,,
XX16490,3,0,2,,,,,
XX16491,40,70,80,,,,,
XX16492,0,87,75,,,,,
XX16493,17,90,28,,,,,
XX16494,73,27,62,,,,,
XX16495,73,50,75,,,,,
XX16496,87,47,38,,,,,
XX16497,13,13,18,,,,,
XX16498,53,90,22,,,,,
XX16499,3,7,100,,,,,
XX16500,83,27,72,,,,,
XX16501,27,43,38,,,,,
XX16502,0,47,48,,,,,
XX16503,10,97,60,,,,,
XX16504,33,20,75,,,,,
XX16505,23,100,75,,,,,
XX16506,77,87,68,,,,,
XX16507,73,0,10,,,,,
XX16508,60,3,0,,,,,
XX16509,83,23,8,,,,,
XX16510,97,87,42,,,,,
XX16511,87,77,22,,,,,
XX16512,20,40,85,,,,,
XX16513,67,13,42,,,,,
XX16514,70,10,68,,,,,
XX16515,47,30,38,,,,,
XX16516,70,27,12,,,,,
XX16517,7,50,32,,,,,
XX16518,83,33,0,,,,,
XX16519,73,0,40,,,,,
XX16520,93,53,100,,,,,
XX16521,80,97,22,,,,,
XX16522,3,27,35,,,,,
XX16523,93,0,0,,,,,
XX16524,53,17,48,,,,,
XX16525,40,47,32,,,,,
XX16526,90,90,85,,,,,
XX16527,0,10,0,,,,,
XX16528,53,30,98,,,,,
XX16529,17,43,2,,,,,
XX16530,67,73,65,,,,,
XX16531,37,40,18,,,,,
XX16532,90,43,82,,,,,
XX16533,93,70,88,,,,,
XX16534,47,67,60,,,,,
XX16535,90,80,0,,,,,
XX16536,90,87,22,,,,,
XX16537,70,17,78,,,,,
XX16538,7,63,22,,,,,
XX16539,90,3,8,,,,,
XX16540,93,0,100,,,,,
XX16541,47,100,0,,,,,
XX16542,3,13,57,,,,,
XX16543,97,3,92,,,,,
XX16544,40,0,68,,,,,
XX16545,60,100,60,,,,,
XX16546,43,70,82,,,,,
XX16547,7,80,92,,,,,
XX16548,3,0,20,,,,,
XX16549,13,87,2,,,,,
XX16550,73,77,55,,,,,
XX16551,43,47,2,,,,,
XX16552,90,40,48,,,,,
XX16553,23,53,88,,,,,
XX16554,47,23,0,,,,,
XX16555,33,53,10,,,,,
XX16556,33,43,88,,,,,
XX16557,50,87,60,,,,,
XX16558,7,20,40,,,,,
XX16559,87,33,22,,,,,
XX16560,90,60,45,,,,,
XX16561,90,7,60,,,,,
XX16562,27,17,98,,,,,
XX16563,3,20,72,,,,,
XX16564,0,93,57,,,,,
XX16565,97,10,25,,,,,
XX16566,0,10,57,,,,,
XX16567,60,80,70,,,,,
XX16568,20,90,72,,,,,
XX16569,7,100,38,,,,,
XX16570,40,93,88,,,,,
XX16571,13,83,48,,,,,
XX16572,3,13,28,,,,,
XX16573,20,27,52,,,,,
XX16574,53,33,10,,,,,
XX16575,20,87,62,,,,,
XX16576,23,97,82,,,,,
XX16577,43,87,15,,,,,
XX16578,40,3,28,,,,,
XX16579,0,67,28,,,,,
XX16580,90,10,68,,,,,
XX16581,53,20,72,,,,,
XX16582,33,83,35,,,,,
XX16583,93,80,80,,,,,
XX16584,43,60,60,,,,,
XX16585,63,50,8,,,,,
XX16586,3,67,38,,,,,
XX16587,47,53,28,,,,,
XX16588,0,37,28,,,,,
XX16589,73,80,42,,,,,
XX16590,47,47,30,,,,,
XX16591,23,50,92,,,,,
XX16592,87,60,45,,,,,
XX16593,27,47,25,,,,,
XX16594,50,7,95,,,,,
XX16595,0,90,80,,,,,
XX16596,90,17,32,,,,,
XX16597,57,77,70,,,,,
XX16598,53,33,28,,,,,
XX16599,47,13,75,,,,,
XX16600,93,60,32,,,,,
XX16601,60,30,65,,,,,
XX16602,0,53,0,,,,,
XX16603,40,97,0,,,,,
XX16604,93,20,38,,,,,
XX16605,33,100,42,,,,,
XX16606,50,93,5,,,,,
XX16607,47,57,18,,,,,
XX16608,77,47,28,,,,,
XX16609,100,67,68,,,,,
XX16610,3,70,55,,,,,
XX16611,80,57,88,,,,,
XX16612,50,60,88,,,,,
XX16613,73,30,60,,,,,
XX16614,3,57,28,,,,,
XX16615,67,100,18,,,,,
XX16616,40,67,0,,,,,
XX16617,10,37,35,,,,,
XX16618,43,47,28,,,,,
XX16619,13,3,60,,,,,
XX16620,3,80,90,,,,,
XX16621,27,30,22,,,,,
XX16622,3,43,65,,,,,
XX16623,53,93,48,,,,,
XX16624,0,7,0,,,,,
XX16625,0,10,48,,,,,
XX16626,30,100,2,,,,,
XX16627,7,50,40,,,,,
XX16628,50,30,55,,,,,
XX16629,93,83,95,,,,,
XX16630,93,0,35,,,,,
XX16631,0,10,100,,,,,
XX16632,90,63,50,,,,,
XX16633,97,87,5,,,,,
XX16634,97,30,28,,,,,
XX16635,30,83,88,,,,,
XX16636,90,70,12,,,,,
XX16637,70,7,62,,,,,
XX16638,53,37,28,,,,,
XX16639,17,3,30,,,,,
XX16640,77,23,20,,,,,
XX16641,20,17,55,,,,,
XX16642,80,57,0,,,,,
XX16643,17,87,65,,,,,
XX16644,80,23,65,,,,,
XX16645,60,93,20,,,,,
XX16646,77,50,15,,,,,
XX16647,13,10,100,,,,,
XX16648,97,70,50,,,,,
XX16649,3,37,90,,,,,
XX16650,7,87,22,,,,,
XX16651,73,3,100,,,,,
XX16652,33,17,98,,,,,
XX16653,13,70,38,,,,,
XX16654,100,30,18,,,,,
XX16655,67,73,2,,,,,
XX16656,30,100,25,,,,,
XX16657,27,27,70,,,,,
XX16658,87,23,22,,,,,
XX16659,100,33,60,,,,,
XX16660,47,100,20,,,,,
XX16661,50,67,80,,,,,
XX16662,57,97,18,,,,,
XX16663,87,53,72,,,,,
XX16664,23,10,32,,,,,
XX16665,70,73,60,,,,,
XX16666,53,50,92,,,,,
XX16667,83,47,25,,,,,
XX16668,40,87,100,,,,,
XX16669,7,80,72,,,,,
XX16670,87,93,35,,,,,
XX16671,10,80,65,,,,,
XX16672,70,87,20,,,,,
XX16673,23,100,38,,,,,
XX16674,0,57,60,,,,,
XX16675,73,30,95,,,,,
XX16676,13,40,20,,,,,
XX16677,27,20,20,,,,,
XX16678,57,90,72,,,,,
XX16679,50,97,28,,,,,
XX16680,7,97,48,,,,,
XX16681,67,27,5,,,,,
XX16682,97,13,95,,,,,
XX16683,80,17,22,,,,,
XX16684,7,80,30,,,,,
XX16685,37,13,72,,,,,
XX16686,83,80,72,,,,,
XX16687,83,17,28,,,,,
XX16688,93,70,60,,,,,
XX16689,70,63,95,,,,,
XX16690,20,57,95,,,,,
XX16691,43,20,70,,,,,
XX16692,80,73,72,,,,,
XX16693,23,60,55,,,,,
XX16694,33,53,95,,,,,
XX16695,13,3,42,,,,,
XX16696,63,60,2,,,,,
XX16697,27,20,28,,,,,
XX16698,27,57,2,,,,,
XX16699,87,17,8,,,,,
XX16700,3,33,30,,,,,
XX16701,97,80,55,,,,,
XX16702,83,13,2,,,,,
XX16703,23,60,40,,,,,
XX16704,10,60,22,,,,,
XX16705,57,63,62,,,,,
XX16706,7,93,20,,,,,
XX16707,67,33,78,,,,,
XX16708,30,17,32,,,,,
XX16709,0,73,95,,,,,
XX16710,33,73,90,,,,,
XX16711,33,33,52,,,,,
XX16712,67,73,32,,,,,
XX16713,40,33,20,,,,,
XX16714,23,67,10,,,,,
XX16715,17,77,100,,,,,
XX16716,0,97,72,,,,,
XX16717,87,93,75,,,,,
XX16718,10,57,12,,,,,
XX16719,57,70,5,,,,,
XX16720,33,80,95,,,,,
XX16721,90,63,22,,,,,
XX16722,40,37,10,,,,,
XX16723,67,30,2,,,,,
XX16724,70,77,68,,,,,
XX16725,13,83,72,,,,,
XX16726,53,17,85,,,,,
XX16727,47,73,62,,,,,
XX16728,23,97,95,,,,,
XX16729,93,80,52,,,,,
XX16730,37,27,100,,,,,
XX16731,47,93,68,,,,,
XX16732,50,83,55,,,,,
XX16733,27,0,45,,,,,
XX16734,50,93,95,,,,,
XX16735,73,60,10,,,,,
XX16736,87,10,18,,,,,
XX16737,73,10,32,,,,,
XX16738,100,20,98,,,,,
XX16739,97,43,57,,,,,
XX16740,97,40,25,,,,,
XX16741,3,37,10,,,,,
XX16742,87,10,20,,,,,
XX16743,100,37,0,,,,,
XX16744,67,23,95,,,,,
XX16745,7,57,100,,,,,
XX16746,10,13,100,,,,,
XX16747,60,70,80,,,,,
XX16748,57,0,55,,,,,
XX16749,10,90,70,,,,,
XX16750,50,90,15,,,,,
XX16751,53,10,40,,,,,
XX16752,33,50,65,,,,,
XX16753,100,53,2,,,,,
XX16754,20,10,35,,,,,
XX16755,90,33,35,,,,,
XX16756,37,33,0,,,,,
XX16757,7,80,88,,,,,
XX16758,77,70,25,,,,,
XX16759,17,70,38,,,,,
XX16760,90,7,72,,,,,
XX16761,33,93,100,,,,,
XX16762,57,70,65,,,,,
XX16763,23,60,20,,,,,
XX16764,3,53,95,,,,,
XX16765,43,33,38,,,,,
XX16766,63,53,40,,,,,
XX16767,60,80,95,,,,,
XX16768,7,80,55,,,,,
XX16769,77,3,68,,,,,
XX16770,37,50,42,,,,,
XX16771,87,77,85,,,,,
XX16772,3,27,100,,,,,
XX16773,63,87,0,,,,,
XX16774,57,33,38,,,,,
XX16775,3,57,22,,,,,
XX16776,17,73,60,,,,,
XX16777,97,23,55,,,,,
XX16778,97,27,100,,,,,
XX16779,7,37,32,,,,,
XX16780,43,80,60,,,,,
XX16781,0,50,75,,,,,
XX16782,0,3,20,,,,,
XX16783,10,47,50,,,,,
XX16784,23,40,30,,,,,
XX16785,50,57,18,,,,,
XX16786,33,73,20,,,,,
XX16787,77,80,28,,,,,
XX16788,73,77,70,,,,,
XX16789,0,17,52,,,,,
XX16790,53,73,32,,,,,
XX16791,57,80,70,,,,,
XX16792,23,3,98,,,,,
XX16793,73,60,32,,,,,
XX16794,60,90,0,,,,,
XX16795,10,0,88,,,,,
XX16796,57,73,75,,,,,
XX16797,3,20,40,,,,,
XX16798,93,53,2,,,,,
XX16799,90,3,42,,,,,
XX16800,53,50,100,,,,,
XX16801,83,17,95,,,,,
XX16802,93,43,5,,,,,
XX16803,63,100,48,,,,,
XX16804,0,3,88,,,,,
XX16805,80,7,28,,,,,
XX16806,37,70,85,,,,,
XX16807,70,37,90,,,,,
XX16808,57,63,48,,,,,
XX16809,37,47,18,,,,,
XX16810,23,53,90,,,,,
XX16811,67,80,70,,,,,
XX16812,73,80,42,,,,,
XX16813,53,70,42,,,,,
XX16814,73,37,68,,,,,
XX16815,40,0,32,,,,,
XX16816,37,83,52,,,,,
XX16817,47,37,48,,,,,
XX16818,83,80,45,,,,,
XX16819,50,30,82,,,,,
XX16820,27,70,50,,,,,
XX16821,73,23,90,,,,,
XX16822,53,47,80,,,,,
XX16823,13,87,85,,,,,
XX16824,13,87,40,,,,,
XX16825,63,83,28,,,,,
XX16826,93,27,25,,,,,
XX16827,60,17,57,,,,,
XX16828,0,13,78,,,,,
XX16829,13,30,95,,,,,
XX16830,63,3,10,,,,,
XX16831,80,63,55,,,,,
XX16832,20,100,12,,,,,
XX16833,63,40,10,,,,,
XX16834,0,57,40,,,,,
XX16835,10,3,25,,,,,
XX16836,20,37,12,,,,,
XX16837,70,0,88,,,,,
XX16838,67,57,90,,,,,
XX16839,93,80,60,,,,,
XX16840,3,77,0,,,,,
XX16841,47,63,100,,,,,
XX16842,57,77,68,,,,,
XX16843,77,33,50,,,,,
XX16844,93,3,45,,,,,
XX16845,13,53,68,,,,,
XX16846,60,90,72,,,,,
XX16847,10,73,85,,,,,
XX16848,43,27,90,,,,,
XX16849,3,93,85,,,,,
XX16850,37,13,20,,,,,
XX16851,7,93,62,,,,,
XX16852,27,40,25,,,,,
XX16853,80,50,72,,,,,
XX16854,63,20,57,,,,,
XX16855,70,60,22,,,,,
XX16856,27,97,8,,,,,
XX16857,7,87,22,,,,,
XX16858,73,3,62,,,,,
XX16859,100,17,38,,,,,
XX16860,17,20,75,,,,,
XX16861,43,20,42,,,,,
XX16862,73,17,40,,,,,
XX16863,100,77,15,,,,,
XX16864,97,93,90,,,,,
XX16865,23,30,88,,,,,
XX16866,7,47,42,,,,,
XX16867,40,80,48,,,,,
XX16868,13,23,2,,,,,
XX16869,87,57,38,,,,,
XX16870,67,33,22,,,,,
XX16871,87,93,100,,,,,
XX16872,100,7,88,,,,,
XX16873,67,53,20,,,,,
XX16874,10,93,35,,,,,
XX16875,37,40,35,,,,,
XX16876,90,17,88,,,,,
XX16877,73,30,55,,,,,
XX16878,70,50,8,,,,,
XX16879,37,80,5,,,,,
XX16880,97,0,62,,,,,
XX16881,13,27,55,,,,,
XX16882,100,27,30,,,,,
XX16883,63,27,12,,,,,
XX16884,3,100,42,,,,,
XX16885,93,73,65,,,,,
XX16886,83,13,20,,,,,
XX16887,93,7,72,,,,,
XX16888,3,67,85,,,,,
XX16889,97,80,25,,,,,
XX16890,60,100,5,,,,,
XX16891,40,3,15,,,,,
XX16892,7,17,85,,,,,
XX16893,90,7,45,,,,,
XX16894,33,70,35,,,,,
XX16895,30,43,57,,,,,
XX16896,17,87,2,,,,,
XX16897,60,60,28,,,,,
XX16898,80,0,80,,,,,
XX16899,47,70,62,,,,,
XX16900,83,63,52,,,,,
XX16901,93,0,38,,,,,
XX16902,3,87,70,,,,,
XX16903,27,67,35,,,,,
XX16904,80,13,30,,,,,
XX16905,33,63,5,,,,,
XX16906,63,43,8,,,,,
XX16907,33,27,98,,,,,
XX16908,17,70,90,,,,,
XX16909,73,80,100,,,,,
XX16910,63,77,82,,,,,
XX16911,33,37,18,,,,,
XX16912,13,47,70,,,,,
XX16913,30,73,100,,,,,
XX16914,3,97,30,,,,,
XX16915,100,80,68,,,,,
XX16916,23,87,30,,,,,
XX16917,100,10,48,,,,,
XX16918,57,0,90,,,,,
XX16919,93,100,45,,,,,
XX16920,47,33,32,,,,,
XX16921,33,30,95,,,,,
XX16922,63,40,85,,,,,
XX16923,30,13,98,,,,,
XX16924,77,23,75,,,,,
XX16925,23,50,95,,,,,
XX16926,83,47,55,,,,,
XX16927,53,80,32,,,,,
XX16928,10,10,68,,,,,
XX16929,3,23,22,,,,,
XX16930,83,13,70,,,,,
XX16931,97,53,60,,,,,
XX16932,97,3,78,,,,,
XX16933,90,27,78,,,,,
XX16934,83,50,42,,,,,
XX16935,37,63,12,,,,,
XX16936,67,70,15,,,,,
XX16937,87,100,15,,,,,
XX16938,97,63,55,,,,,
XX16939,47,73,10,,,,,
XX16940,7,3,45,,,,,
XX16941,37,53,85,,,,,
XX16942,53,47,25,,,,,
XX16943,83,70,85,,,,,
XX16944,90,37,82,,,,,
XX16945,60,100,100,,,,,
XX16946,57,10,75,,,,,
XX16947,33,70,12,,,,,
XX16948,30,90,2,,,,,
XX16949,63,10,80,,,,,
XX16950,20,27,48,,,,,
XX16951,3,23,57,,,,,
XX16952,20,57,68,,,,,
XX16953,27,20,85,,,,,
XX16954,60,40,8,,,,,
XX16955,93,100,35,,,,,
XX16956,10,40,12,,,,,
XX16957,100,30,35,,,,,
XX16958,7,10,52,,,,,
XX16959,50,37,2,,,,,
XX16960,37,47,85,,,,,
XX16961,17,60,100,,,,,
XX16962,23,40,2,,,,,
XX16963,97,93,82,,,,,
XX16964,83,80,70,,,,,
XX16965,90,0,62,,,,,
XX16966,87,40,5,,,,,
XX16967,73,70,8,,,,,
XX16968,17,37,70,,,,,
XX16969,70,63,15,,,,,
XX16970,7,70,90,,,,,
XX16971,93,47,90,,,,,
XX16972,87,27,78,,,,,
XX16973,83,27,98,,,,,
XX16974,33,60,100,,,,,
XX16975,87,57,82,,,,,
XX16976,17,63,40,,,,,
XX16977,93,93,15,,,,,
XX16978,37,3,60,,,,,
XX16979,97,63,65,,,,,
XX16980,57,70,20,,,,,
XX16981,20,100,85,,,,,
XX16982,13,27,50,,,,,
XX16983,63,80,68,,,,,
XX16984,93,73,15,,,,,
XX16985,73,37,100,,,,,
XX16986,93,57,72,,,,,
XX16987,27,3,15,,,,,
XX16988,63,13,52,,,,,
XX16989,60,73,38,,,,,
XX16990,47,83,20,,,,,
XX16991,73,23,45,,,,,
XX16992,83,63,20,,,,,
XX16993,60,20,75,,,,,
XX16994,13,70,75,,,,,
XX16995,47,70,72,,,,,
XX16996,17,100,10,,,,,
XX16997,93,7,25,,,,,
XX16998,33,40,50,,,,,
XX16999,23,3,68,,,,,
XX17001,73,50,22,,,,,
XX17002,3,13,50,,,,,
XX17003,27,57,60,,,,,
XX17004,33,40,92,,,,,
XX17005,87,87,15,,,,,
XX17006,13,13,62,,,,,
XX17007,0,60,52,,,,,
XX17008,73,20,10,,,,,
XX17009,80,60,95,,,,,
XX17010,47,73,22,,,,,
XX17011,93,10,15,,,,,
XX17012,43,27,22,,,,,
XX17013,53,20,57,,,,,
XX17014,80,80,45,,,,,
XX17015,70,20,90,,,,,
XX17016,47,50,30,,,,,
